K159;022;051;052;082;111;112;651;652;711;712;713
2019-11-01 00:00;15;8;0;18;15;6;6;0;14;3;4
2019-11-01 00:15;13;4;1;20;11;4;5;2;12;3;1
2019-11-01 00:30;7;3;0;14;7;2;5;1;6;2;1
2019-11-01 00:45;8;2;0;14;6;3;3;0;7;1;2
2019-11-01 01:00;9;2;1;19;5;2;3;2;5;1;0
2019-11-01 01:15;8;1;1;6;8;3;0;3;6;1;1
2019-11-01 01:30;9;3;0;13;3;2;5;2;5;1;0
2019-11-01 01:45;7;0;0;6;5;2;0;1;4;2;0
2019-11-01 02:00;7;3;1;12;3;1;2;1;2;2;0
2019-11-01 02:15;4;2;0;7;2;1;2;2;1;0;1
2019-11-01 02:30;7;0;0;9;4;1;1;1;2;1;0
2019-11-01 02:45;11;1;0;6;1;0;1;0;2;0;0
2019-11-01 03:00;5;2;1;8;2;0;1;1;3;1;1
2019-11-01 03:15;3;0;0;10;2;0;0;2;1;0;0
2019-11-01 03:30;7;0;0;9;1;0;2;1;1;0;0
2019-11-01 03:45;6;2;2;8;1;1;3;4;0;1;0
2019-11-01 04:00;10;1;1;4;5;2;2;0;4;2;0
2019-11-01 04:15;3;1;0;6;1;1;2;0;0;0;0
2019-11-01 04:30;4;0;1;6;3;0;0;1;4;1;0
2019-11-01 04:45;6;1;0;7;1;0;1;1;1;0;0
2019-11-01 05:00;8;1;1;12;1;1;3;3;1;0;1
2019-11-01 05:15;11;6;2;11;3;2;8;5;2;1;1
2019-11-01 05:30;14;11;2;9;5;1;11;3;5;0;0
2019-11-01 05:45;23;11;2;9;7;0;14;4;5;2;0
2019-11-01 06:00;14;11;0;18;10;2;20;2;11;2;0
2019-11-01 06:15;17;16;2;13;7;5;21;5;5;1;3
2019-11-01 06:30;40;20;9;22;23;9;26;10;22;3;6
2019-11-01 06:45;34;34;7;22;31;14;41;9;24;6;7
2019-11-01 07:00;44;32;13;37;20;9;40;13;16;6;6
2019-11-01 07:15;38;48;22;49;37;17;54;26;32;10;7
2019-11-01 07:30;52;47;30;68;37;29;59;33;29;16;11
2019-11-01 07:45;77;59;39;66;41;24;71;44;32;20;8
2019-11-01 08:00;91;64;50;90;41;20;81;53;38;14;7
2019-11-01 08:15;107;60;42;117;32;22;74;49;30;14;11
2019-11-01 08:30;69;59;55;126;44;46;79;66;37;28;14
2019-11-01 08:45;94;33;79;126;32;38;64;62;36;21;21
2019-11-01 09:00;90;58;54;112;37;33;79;62;33;19;17
2019-11-01 09:15;83;47;30;99;47;37;62;36;34;20;18
2019-11-01 09:30;115;36;15;99;42;40;47;18;35;29;17
2019-11-01 09:45;74;46;17;108;46;36;45;22;33;22;16
2019-11-01 10:00;83;39;15;102;54;35;50;27;51;18;15
2019-11-01 10:15;85;38;14;81;59;32;43;17;52;18;17
2019-11-01 10:30;95;56;33;104;54;35;62;38;40;24;12
2019-11-01 10:45;88;37;18;111;49;36;42;25;41;17;20
2019-11-01 11:00;92;58;18;95;54;37;55;28;50;25;16
2019-11-01 11:15;102;43;27;88;62;56;46;31;46;32;22
2019-11-01 11:30;110;32;21;108;52;49;41;23;47;36;20
2019-11-01 11:45;108;38;19;112;64;41;50;25;56;28;21
2019-11-01 12:00;107;43;19;107;52;50;51;25;37;36;16
2019-11-01 12:15;97;36;15;128;57;66;50;20;52;47;19
2019-11-01 12:30;97;34;20;125;55;60;46;23;43;41;17
2019-11-01 12:45;98;37;11;100;52;55;49;15;44;42;18
2019-11-01 13:00;88;37;15;105;58;49;48;21;62;38;12
2019-11-01 13:15;;40;22;101;;;35;29;39;36;17
2019-11-01 13:30;88;40;22;119;63;59;55;30;44;43;20
2019-11-01 13:45;115;39;16;100;53;38;45;19;46;30;11
2019-11-01 14:00;96;49;26;107;62;55;55;32;51;42;15
2019-11-01 14:15;105;42;23;115;57;51;51;30;59;35;16
2019-11-01 14:30;117;45;25;92;64;64;48;34;59;39;27
2019-11-01 14:45;103;45;27;118;67;57;60;37;57;50;13
2019-11-01 15:00;111;36;19;120;70;56;54;28;69;44;12
2019-11-01 15:15;91;36;23;118;77;74;48;39;73;58;23
2019-11-01 15:30;99;36;25;126;84;84;55;33;80;65;26
2019-11-01 15:45;94;41;18;108;71;65;42;27;64;50;15
2019-11-01 16:00;108;33;13;106;77;75;40;18;70;58;17
2019-11-01 16:15;99;48;24;111;73;73;47;29;75;53;20
2019-11-01 16:30;121;34;21;98;84;71;44;25;88;63;14
2019-11-01 16:45;124;43;16;130;77;89;59;20;74;71;21
2019-11-01 17:00;101;48;20;114;82;82;44;23;87;69;21
2019-11-01 17:15;86;32;21;114;88;98;48;26;90;82;16
2019-11-01 17:30;103;31;18;114;74;75;42;26;68;68;13
2019-11-01 17:45;91;46;19;94;85;102;48;24;81;80;28
2019-11-01 18:00;78;38;16;90;84;81;45;26;65;66;15
2019-11-01 18:15;91;31;9;101;61;64;39;18;67;60;12
2019-11-01 18:30;89;33;15;90;67;63;41;20;63;46;17
2019-11-01 18:45;73;25;9;79;73;69;31;15;65;61;14
2019-11-01 19:00;80;31;11;64;62;51;41;14;59;38;16
2019-11-01 19:15;70;18;10;67;53;50;20;14;41;39;10
2019-11-01 19:30;69;30;9;57;42;29;33;15;36;27;6
2019-11-01 19:45;47;26;7;66;54;41;31;13;45;29;12
2019-11-01 20:00;59;19;4;58;45;29;26;6;38;17;14
2019-11-01 20:15;58;16;4;58;43;24;22;8;43;20;5
2019-11-01 20:30;43;13;2;53;31;19;19;6;28;12;6
2019-11-01 20:45;51;17;2;57;32;23;22;8;32;18;6
2019-11-01 21:00;57;20;2;47;35;17;22;6;30;12;7
2019-11-01 21:15;47;19;5;41;31;15;24;5;31;12;5
2019-11-01 21:30;40;13;3;40;36;25;17;9;35;16;7
2019-11-01 21:45;34;14;2;32;23;11;18;8;24;7;5
2019-11-01 22:00;35;17;3;40;29;20;18;10;27;17;3
2019-11-01 22:15;42;25;6;50;30;16;29;8;25;12;6
2019-11-01 22:30;48;13;2;62;35;28;20;10;37;24;6
2019-11-01 22:45;33;18;4;49;34;27;21;7;33;21;6
2019-11-01 23:00;42;11;1;44;45;26;14;3;40;23;4
2019-11-01 23:15;36;16;1;44;28;22;20;0;24;19;4
2019-11-01 23:30;34;10;1;32;31;15;11;2;29;12;2
2019-11-01 23:45;36;12;2;30;30;13;16;8;33;14;1
2019-11-02 00:00;28;11;0;44;21;9;17;8;20;7;4
2019-11-02 00:15;31;15;1;33;24;12;15;3;22;7;4
2019-11-02 00:30;25;8;1;24;20;6;8;0;22;5;1
2019-11-02 00:45;13;8;2;30;16;5;9;2;13;4;0
2019-11-02 01:00;15;6;2;19;22;5;6;4;20;6;1
2019-11-02 01:15;19;9;1;18;12;3;8;4;13;3;1
2019-11-02 01:30;18;0;0;21;13;7;4;2;11;6;1
2019-11-02 01:45;18;10;1;13;16;3;11;2;15;1;3
2019-11-02 02:00;15;2;1;13;11;4;1;2;9;2;2
2019-11-02 02:15;14;6;0;17;5;2;4;3;5;1;1
2019-11-02 02:30;11;2;0;10;9;2;3;1;8;2;0
2019-11-02 02:45;16;6;0;13;6;5;6;3;6;4;1
2019-11-02 03:00;;;;;;;;;;;
2019-11-02 03:15;8;3;1;13;8;0;5;5;7;0;0
2019-11-02 03:30;9;3;1;10;4;2;4;5;4;1;3
2019-11-02 03:45;10;4;0;12;2;2;5;2;2;3;1
2019-11-02 04:00;6;2;0;9;5;3;3;0;4;1;0
2019-11-02 04:15;11;1;0;13;3;1;2;1;2;1;0
2019-11-02 04:30;10;2;1;12;6;1;3;3;6;1;0
2019-11-02 04:45;15;3;0;9;2;1;3;1;4;2;0
2019-11-02 05:00;3;4;1;4;4;3;4;2;4;3;0
2019-11-02 05:15;8;2;0;8;3;1;4;2;3;0;1
2019-11-02 05:30;10;1;0;9;3;0;4;2;4;0;0
2019-11-02 05:45;19;3;1;9;0;0;3;4;0;0;0
2019-11-02 06:00;5;2;0;8;9;0;3;1;7;0;0
2019-11-02 06:15;10;5;1;11;4;4;7;4;5;4;1
2019-11-02 06:30;20;10;0;12;7;3;12;5;6;1;1
2019-11-02 06:45;25;7;0;18;13;1;9;2;8;0;1
2019-11-02 07:00;15;8;0;17;13;3;12;3;10;1;2
2019-11-02 07:15;14;14;1;14;9;2;19;5;10;2;0
2019-11-02 07:30;28;8;2;23;14;3;9;1;9;3;0
2019-11-02 07:45;31;22;5;24;20;11;22;6;18;5;4
2019-11-02 08:00;28;15;6;34;17;6;20;7;12;3;3
2019-11-02 08:15;35;18;2;34;25;12;22;7;19;10;2
2019-11-02 08:30;34;32;3;51;30;14;37;4;24;9;5
2019-11-02 08:45;32;29;8;44;41;11;36;12;31;8;3
2019-11-02 09:00;47;31;13;51;31;12;35;17;28;9;4
2019-11-02 09:15;46;37;9;59;26;17;47;12;21;8;8
2019-11-02 09:30;56;41;10;64;26;19;44;9;26;13;6
2019-11-02 09:45;97;47;18;96;37;34;59;22;38;25;10
2019-11-02 10:00;73;44;22;90;47;25;44;25;43;15;12
2019-11-02 10:15;73;28;19;85;55;40;44;24;48;25;19
2019-11-02 10:30;87;52;25;88;44;31;49;30;27;23;10
2019-11-02 10:45;82;33;22;103;49;36;52;24;37;27;12
2019-11-02 11:00;99;43;19;75;63;47;58;19;50;34;15
2019-11-02 11:15;88;36;16;79;39;41;42;25;34;30;14
2019-11-02 11:30;92;41;19;90;50;45;43;25;41;35;14
2019-11-02 11:45;78;41;16;102;63;47;54;23;42;32;16
2019-11-02 12:00;82;46;20;103;66;56;51;24;56;39;18
2019-11-02 12:15;89;45;14;106;56;39;55;19;51;30;9
2019-11-02 12:30;80;46;17;98;54;51;48;22;46;35;16
2019-11-02 12:45;100;43;26;113;56;45;51;31;48;33;14
2019-11-02 13:00;100;49;30;103;61;45;56;35;54;39;12
2019-11-02 13:15;108;45;21;120;46;47;59;25;38;37;11
2019-11-02 13:30;95;49;23;104;52;36;59;28;44;26;10
2019-11-02 13:45;120;45;20;100;52;54;55;27;46;41;16
2019-11-02 14:00;85;52;27;91;68;62;64;35;56;47;13
2019-11-02 14:15;100;45;18;102;55;48;53;28;47;32;18
2019-11-02 14:30;99;46;14;83;65;54;49;22;50;40;14
2019-11-02 14:45;92;46;28;85;63;54;49;29;61;38;15
2019-11-02 15:00;102;48;17;107;65;55;51;25;57;35;23
2019-11-02 15:15;83;40;23;115;62;52;68;34;53;40;12
2019-11-02 15:30;109;43;22;99;72;66;48;27;74;56;12
2019-11-02 15:45;120;36;12;108;67;55;40;17;61;48;11
2019-11-02 16:00;90;41;14;97;77;77;44;21;66;60;16
2019-11-02 16:15;109;36;10;102;61;52;42;19;57;44;8
2019-11-02 16:30;91;40;18;113;72;64;48;26;73;44;22
2019-11-02 16:45;83;37;14;82;53;52;43;16;41;33;21
2019-11-02 17:00;115;43;21;90;63;56;54;21;54;42;13
2019-11-02 17:15;66;36;17;98;68;52;46;26;55;44;9
2019-11-02 17:30;58;45;13;89;73;57;53;20;65;42;16
2019-11-02 17:45;77;42;14;81;54;42;52;20;49;29;17
2019-11-02 18:00;79;24;14;82;53;49;32;20;50;39;16
2019-11-02 18:15;68;23;14;82;67;43;32;21;68;34;9
2019-11-02 18:30;70;28;6;64;45;39;30;9;34;24;16
2019-11-02 18:45;52;26;13;71;53;30;38;21;38;27;5
2019-11-02 19:00;59;27;13;59;49;39;33;22;43;30;11
2019-11-02 19:15;68;22;2;58;43;21;30;6;36;18;6
2019-11-02 19:30;52;20;6;48;30;23;17;10;23;16;9
2019-11-02 19:45;76;19;7;45;41;23;23;11;35;16;9
2019-11-02 20:00;52;12;4;66;38;28;19;5;38;13;12
2019-11-02 20:15;51;10;3;52;43;26;14;3;39;21;6
2019-11-02 20:30;52;16;4;55;44;31;16;6;37;26;6
2019-11-02 20:45;49;14;1;37;26;15;21;2;25;7;9
2019-11-02 21:00;47;15;5;44;32;23;15;7;27;16;8
2019-11-02 21:15;47;16;3;56;28;15;15;6;26;13;3
2019-11-02 21:30;47;17;0;43;41;23;22;3;33;17;6
2019-11-02 21:45;43;13;1;47;24;18;16;7;22;12;5
2019-11-02 22:00;48;14;2;51;43;20;16;5;42;17;5
2019-11-02 22:15;48;19;3;57;40;18;26;6;36;16;3
2019-11-02 22:30;53;18;1;60;38;24;22;6;31;19;6
2019-11-02 22:45;39;14;2;40;34;21;21;4;31;17;6
2019-11-02 23:00;34;9;1;56;30;19;16;4;25;13;9
2019-11-02 23:15;46;9;2;30;31;17;11;7;28;12;5
2019-11-02 23:30;27;11;1;42;29;17;15;5;27;11;5
2019-11-02 23:45;40;9;4;40;23;7;17;8;20;6;2
2019-11-03 00:00;22;8;3;41;30;14;8;3;27;11;2
2019-11-03 00:15;25;11;0;29;13;5;13;5;10;3;2
2019-11-03 00:30;25;8;1;41;18;7;10;5;18;5;3
2019-11-03 00:45;31;5;0;35;19;6;11;3;18;6;2
2019-11-03 01:00;24;9;2;32;29;6;11;8;28;6;0
2019-11-03 01:15;35;11;1;33;15;6;11;5;15;4;1
2019-11-03 01:30;16;6;0;20;18;6;8;2;17;3;2
2019-11-03 01:45;20;4;0;23;9;4;8;4;8;3;0
2019-11-03 02:00;17;3;0;18;16;5;3;0;12;3;1
2019-11-03 02:15;21;3;1;17;8;4;5;4;6;3;1
2019-11-03 02:30;20;2;0;13;4;0;4;3;6;1;0
2019-11-03 02:45;9;5;1;15;8;1;6;3;5;0;1
2019-11-03 03:00;18;5;0;16;9;0;6;1;9;0;0
2019-11-03 03:15;15;2;0;13;10;2;0;0;11;3;0
2019-11-03 03:30;12;2;0;14;10;3;4;3;10;5;0
2019-11-03 03:45;6;2;0;11;3;2;2;1;1;1;1
2019-11-03 04:00;7;4;1;13;8;2;7;6;6;0;0
2019-11-03 04:15;8;0;0;7;1;2;0;0;3;1;2
2019-11-03 04:30;10;3;0;10;3;1;3;4;2;1;0
2019-11-03 04:45;13;3;1;7;2;0;3;3;3;0;0
2019-11-03 05:00;4;2;0;12;1;2;2;2;2;0;0
2019-11-03 05:15;11;1;0;11;3;1;2;1;3;1;0
2019-11-03 05:30;7;1;0;11;3;1;5;4;4;2;0
2019-11-03 05:45;7;2;1;7;7;3;2;1;4;3;0
2019-11-03 06:00;8;3;0;11;2;0;4;2;2;1;0
2019-11-03 06:15;5;6;0;6;9;3;5;2;7;3;1
2019-11-03 06:30;9;5;0;10;10;3;7;2;6;0;0
2019-11-03 06:45;17;8;0;9;11;2;11;4;10;0;1
2019-11-03 07:00;13;9;1;11;6;0;9;4;5;1;0
2019-11-03 07:15;13;7;0;12;7;1;8;4;7;1;1
2019-11-03 07:30;11;4;0;8;10;4;5;2;7;0;1
2019-11-03 07:45;19;9;0;12;7;0;10;1;5;1;1
